author_id,author,institutions,concepts,coauthor_ids,coauthors
https://openalex.org/A5000005810,Jong B. Yang,Iowa State University,Cholesterol Metabolism and Atherosclerosis|Mass Spectrometry Techniques|Structure and Function of G Protein-Coupled Receptors,https://openalex.org/A5035572850,Donald C. Beitz
https://openalex.org/A5000005833,David L. Waning,Case Western Reserve University|Indiana University – Purdue University Indianapolis|Northwestern University|Pennsylvania State University|University of Indianapolis,"Analysis of Electromyography Signal Processing|Applications of Electroporation in Biotechnology and Food Processing|Biological Role of Caveolae in Cellular Processes|Bisphosphonates in Cancer Treatment and Bone Health|Cancer of Unknown Primary Site|Cancer Survivorship and Quality of Life|Cardiotoxicity of Cancer Treatments|Chemotherapy-Induced Dermatological Toxicity|Chemotherapy-Induced Peripheral Neuropathy in Cancer Treatment|Development and Applications of Radiopharmaceuticals|Diagnosis and Management of Arrhythmogenic Right Ventricular Cardiomyopathy|Diagnosis and Management of Hypertrophic Cardiomyopathy|Efficacy and Resistance in CML Treatment|Epidemiology and Pathogenesis of Respiratory Viral Infections|Epidemiology of Sports-Related Musculoskeletal Injuries|Fibroblast Growth Factor Signaling Pathway|Gene Therapy for Spinal Muscular Atrophy|Gene Therapy Techniques and Applications|Genetic Basis of Neutropenia Disorders|Genomic Aberrations and Treatment of Chronic Lymphocytic Leukemia|Gliomas|Gynecologic Oncology|Hip Arthroplasty Techniques and Materials|Human Immunodeficiency Virus/Acquired Immunodeficiency Syndrome|Immunobiology of Dendritic Cells|Innate Lymphoid Cells in Immunity|Integrin Signaling in Inflammation and Cancer|Management of Spinal Metastatic Tumors|Mechanisms of Estrogen Receptor Signaling|Mechanosensitive Ion Channels in Physiology and Disease|Metabolic Reprogramming in Cancer Biology|MicroRNA Regulation in Cancer and Development|Molecular Mechanisms of Apoptosis and Cell Death|Molecular Mechanisms of Inflammasome Activation and Regulation|Molecular Mechanisms of Ion Channels Regulation|Molecular Mechanisms of Muscle Regeneration and Atrophy|Molecular Mechanisms of Osteoclast Differentiation and Bone Remodeling|mTOR Signaling in Growth and Disease|Osteoporosis|Paramyxovirus Infections and Epidemiology|Production of Recombinant Pharmaceuticals in Plants|Regulation and Function of Microtubules in Cell Division|Role of Autophagy in Disease and Health|Role of Histone Deacetylases in Cellular Regulation|S100 Proteins: Structure, Function, and Pathology|Sarcopenia: Definition, Diagnosis, and Implications|Structure and Function of the Nuclear Pore Complex|The p53 Signaling Network in Cancer Research|Therapeutic Antibodies: Development, Engineering, and Applications|Transforming Growth Factor Beta Signaling Pathway|Ubiquitin-Proteasome Proteolytic Pathway|Viral RNA Silencing and Plant Immunity",https://openalex.org/A5003205466|https://openalex.org/A5003424037|https://openalex.org/A5003922151|https://openalex.org/A5003967492|https://openalex.org/A5004698545|https://openalex.org/A5006409152|https://openalex.org/A5008339680|https://openalex.org/A5010755922|https://openalex.org/A5010890827|https://openalex.org/A5010979187|https://openalex.org/A5011433981|https://openalex.org/A5012639427|https://openalex.org/A5013404192|https://openalex.org/A5014285630|https://openalex.org/A5014864428|https://openalex.org/A5014980193|https://openalex.org/A5016858421|https://openalex.org/A5018507303|https://openalex.org/A5019235984|https://openalex.org/A5020721846|https://openalex.org/A5024612607|https://openalex.org/A5025072106|https://openalex.org/A5026522055|https://openalex.org/A5026559034|https://openalex.org/A5027621145|https://openalex.org/A5028081064|https://openalex.org/A5028517650|https://openalex.org/A5029880299|https://openalex.org/A5031138678|https://openalex.org/A5031201037|https://openalex.org/A5031667780|https://openalex.org/A5032490604|https://openalex.org/A5032513319|https://openalex.org/A5032981027|https://openalex.org/A5033323246|https://openalex.org/A5034416233|https://openalex.org/A5035631181|https://openalex.org/A5036188178|https://openalex.org/A5037464931|https://openalex.org/A5039173798|https://openalex.org/A5040203648|https://openalex.org/A5040210424|https://openalex.org/A5040327922|https://openalex.org/A5040466865|https://openalex.org/A5040945448|https://openalex.org/A5041917277|https://openalex.org/A5042708631|https://openalex.org/A5043524155|https://openalex.org/A5043902493|https://openalex.org/A5046168946|https://openalex.org/A5046422599|https://openalex.org/A5047275151|https://openalex.org/A5048388688|https://openalex.org/A5049135758|https://openalex.org/A5049230451|https://openalex.org/A5050680383|https://openalex.org/A5055819205|https://openalex.org/A5055894473|https://openalex.org/A5057942006|https://openalex.org/A5059034069|https://openalex.org/A5060034313|https://openalex.org/A5061307926|https://openalex.org/A5061829902|https://openalex.org/A5062132023|https://openalex.org/A5062353816|https://openalex.org/A5062765378|https://openalex.org/A5063285199|https://openalex.org/A5064012002|https://openalex.org/A5064884526|https://openalex.org/A5064891388|https://openalex.org/A5065201703|https://openalex.org/A5065675366|https://openalex.org/A5066394362|https://openalex.org/A5067765336|https://openalex.org/A5067966389|https://openalex.org/A5070427411|https://openalex.org/A5071094610|https://openalex.org/A5071604668|https://openalex.org/A5073252156|https://openalex.org/A5074008461|https://openalex.org/A5074456041|https://openalex.org/A5074997319|https://openalex.org/A5075483821|https://openalex.org/A5076019491|https://openalex.org/A5076191859|https://openalex.org/A5076823308|https://openalex.org/A5077136795|https://openalex.org/A5077531129|https://openalex.org/A5077567477|https://openalex.org/A5081528715|https://openalex.org/A5081568041|https://openalex.org/A5081667997|https://openalex.org/A5081670156|https://openalex.org/A5081804027|https://openalex.org/A5084857540|https://openalex.org/A5086498518|https://openalex.org/A5086803696|https://openalex.org/A5087593134|https://openalex.org/A5088760759|https://openalex.org/A5088901553|https://openalex.org/A5089146591|https://openalex.org/A5089265440|https://openalex.org/A5089412457|https://openalex.org/A5090217695|https://openalex.org/A5090297670|https://openalex.org/A5091509733|https://openalex.org/A5093341381|https://openalex.org/A5100337355|https://openalex.org/A5100411480|https://openalex.org/A5100862491|https://openalex.org/A5101424660|https://openalex.org/A5101513912|https://openalex.org/A5101734213|https://openalex.org/A5101765092|https://openalex.org/A5101909906|https://openalex.org/A5102889890|https://openalex.org/A5103746175|https://openalex.org/A5104110629|https://openalex.org/A5107415016|https://openalex.org/A5108394791|https://openalex.org/A5108620402|https://openalex.org/A5110012595|https://openalex.org/A5111080600|https://openalex.org/A5111527074|https://openalex.org/A5111619764|https://openalex.org/A5111761793|https://openalex.org/A5111951674|https://openalex.org/A5112083058|https://openalex.org/A5112089605|https://openalex.org/A5113776278,Aaron Cohen‐Gadol|Ahmed Harhash|Alex G. Robling|Alisa Umanskaya|Alison K. Esser|Alyson L. Essex|Andrea Bonetto|Andrew R. Marks|Anetta Wronska|Angela Bruzzaniti|Anne H. Schmieder|Antonella Chiechi|Artur Plett|Ashley Haynes|Ashok Narasimhan|Benjamin Vickery|Binghui Li|Brahmananda R. Chitteti|Brian A. Hain|Carter Mikesell|Charles J. Russell|Christie M. Orschell|Christopher N. Batuello|Daniel Andersson|Daniel J. Belcher|Daniel Mutua|David R. Jones|Deborah V. Novack|Dipanjan Pan|Donna Cerabona|Drew A. Streicher|Edward F. Srour|Elizabeth Cordell|Eric C. Long|Eva Tonsing-Carter|Frank A. Witzmann|Fredrick M. Pavalko|Gabriel H. Lukaszewicz|Gabriel M. Pagnotti|G. David Roodman|Gehua Zhen|George P. Leser|Grace Hu|Graham A. Colditz|Gregory C. Fox|Gregory M. Lanza|Gregory Monnin|Gustavo A. Nader|Haifang Xu|Harm HogenEsch|Hongyu Gao|Hui Lin Chua|Hyo‐Gun Kim|Jacob Eitel|James A. J. Fitzpatrick|Jason A. Lehman|Jason M. Organ|Jenna N. Regan|Jenna R. Wilcox|Jenna R. Wilcox‐Hagerty|Jeroen T. Buijs|Jixin Ding|Joseph P. Bidwell|Joshua R. Huot|Joshua S. Novack|Karen E. Pollok|Katherine N. Weilbaecher|Keith R. Stayrook|Kelly C. Biro|K Gordon|Khalid S. Mohammad|Khanh Nguyen|Kristin T. Chun|Laura E. Wright|Lilian I. Plotkin|Lindsey D. Mayo|Madhavi Kadakia|Maria Niewolna|Mark C. Horowitz|Maryla Niewolna|Meijing Wang|Melissa A. Kacena|Michael H. Ross|Mohamed Manaa|M. Reza Saadatzadeh|Nan Jia|Neha S. Dole|Pierrick G.J. Fournier|Pooja Khatiwada|Rachel Ofer|R. Adam Hooker|Rafael Barreto|Rita L. Gerard-O’Riley|Robert A. Lamb|Robert E. Minto|Rocky Cipriano|Sahba Charkhzarrin|Sreemala Murthy|Stephanie E. Sen|Steven Reiken|Sukanya Suresh|Sutha K. John|Tamara Alliston|Tarah J. Ballinger|Taxiarchis M. Georgiadis|Teresa A. Zimmers|Theodore S. Jardetzky|Theresa A. Guise|Thomas Walsh|Tomas E. Meijome|Trupti Trivedi|T. Zachary Gunter|Wende Kozlow|Wenjun Xie|W. Scott Goebl|Xiao Wang|Xiaoxia Yang|Xinming Su|Xu Cao|Yahaira Naaldijk|Yalin Xu|Ying‐Hua Cheng|Yunlong Liu|Yun She
https://openalex.org/A5000005835,Hangjun Xu,Old Dominion University|Union University,"Consumer Behavior in Brand Consumption and Identification|Coopetition in Business Networks and Innovation|Corporate Governance and Financial Performance|Corporate Social Responsibility and Financial Performance|Customer Equity Management and Prediction|Customer Relationships, Behavior, and Loyalty|Drivers and Impacts of Green Consumer Behavior|Entrepreneurship and Business Innovation|Ethical Decision Making in Organizations|Evolution of Service-Dominant Logic in Marketing Science|Impact of Social Media on Consumer Behavior|Information Systems Outsourcing and Offshoring|International Business Strategy in Emerging Economies|Knowledge Management and Organizational Innovation|Knowledge Sharing in Virtual Communities|Models and Dynamics of Technology Diffusion|Social Capital and Trust in Communities|Theories of Behavior Change and Self-Regulation",https://openalex.org/A5004201197|https://openalex.org/A5026626262|https://openalex.org/A5028388505|https://openalex.org/A5039242928|https://openalex.org/A5055476807|https://openalex.org/A5058021594|https://openalex.org/A5058590491|https://openalex.org/A5067049058|https://openalex.org/A5074389906|https://openalex.org/A5082039703|https://openalex.org/A5091148548|https://openalex.org/A5100345417|https://openalex.org/A5100435386|https://openalex.org/A5101691970|https://openalex.org/A5103016246,Anh Dang|Brooke Glover Emery|Cameron Duncan Nicol|Chuanyi Tang|David D. Selover|Jing Zhang|Junzhou Zhang|Katrina Savitskie|Ling Li|Lin Guo|Sandipan Sen|Wu He|Xin Tian|Yuping Liu–Thompkins
https://openalex.org/A5000005852,Frank R. Walter,University of Pittsburgh,Orthopedic Studies in Canine Veterinary Medicine|Pain Management in Laboratory Animals|Pathophysiology and Treatment of Spinal Cord Injury,https://openalex.org/A5108562266|https://openalex.org/A5110005737|https://openalex.org/A5110115472|https://openalex.org/A5111717549,Guan‐Liang Chang|Hsin-Sun Lin|L. Bunegin|Tin‐Kan Hung
https://openalex.org/A5000005883,Steven D. Roe,"University of California, Los Angeles",Anesthesia and Sedation Management|Management of Poisoning and Toxic Exposures|Molecular Mechanisms of Cardiac Arrhythmias|Molecular Mechanisms of Depression Treatment Strategies|Optimization of Perioperative Fluid Therapy|Pain Management in Laboratory Animals|Perioperative Cardiac Risk Assessment and Management|Structure and Function of G Protein-Coupled Receptors,https://openalex.org/A5001125863|https://openalex.org/A5017648263|https://openalex.org/A5019385257|https://openalex.org/A5064408661|https://openalex.org/A5066546035|https://openalex.org/A5084113385|https://openalex.org/A5101465134,G. Y. Shigezawa|Jack M. Berger|John W. Ritter|Joseph A. Stirt|Sandra M. Ricker|S. M. RICKER|Stuart F. Sullivan
https://openalex.org/A5000005891,Pius Pius,North Dakota State University,Control of Nonholonomic Mobile Robots|Dynamics and Control of Multibody Mechanical Systems|Robotic Control and Stabilization Techniques,https://openalex.org/A5049574938,Majura F. Selekwa
https://openalex.org/A5000005905,Saiyavit Varavinit,University of Massachusetts Amherst,Applications of Microencapsulation in Food Industry|Dietary Fiber and Human Health|Formation and Application of Food Nanoemulsions|Hydrocolloids in Food and Biomedical Applications,https://openalex.org/A5059535677|https://openalex.org/A5060583281,Pathama Chatakanonda|Pavinee Chinachoti
https://openalex.org/A5000005911,Wansley Walters,Miami Dade College,Effects of Childhood Trauma and Adversity|Emotion Regulation and Psychopathology in Children and Adolescents|Epidemiology and Interventions for Substance Use Disorders|Impact of Homelessness on Health and Well-being|Impact of Mass Incarceration on Society and Individuals|Impact of Parenting Stress on Caregivers and Families|Psychopathy and Criminal Behavior,https://openalex.org/A5010651830|https://openalex.org/A5029207381|https://openalex.org/A5037319673|https://openalex.org/A5041352145|https://openalex.org/A5042275110|https://openalex.org/A5057710681|https://openalex.org/A5065763711,Bonita M. Veysey|Deborah A. Chapin|Lee A. Underwood|Mario De La Rosa|Norman G. Poythress|Richard Dembo|Richard L. Beaulaurier
https://openalex.org/A5000005921,Rania E. Mohamed,Duke University,Bisphosphonates in Cancer Treatment and Bone Health|Contraception and Unintended Pregnancy Prevention|Genetic and Clinical Aspects of Hemoglobin Disorders|Pathogenesis and Treatment of Osteonecrosis|Prenatal Aneuploidy Diagnosis and Screening Techniques|Regulation of Iron Metabolism and Anemia|Role of Homocysteine in Health and Disease,https://openalex.org/A5015791499|https://openalex.org/A5023509120|https://openalex.org/A5023815288|https://openalex.org/A5028762099|https://openalex.org/A5033950297|https://openalex.org/A5054671751|https://openalex.org/A5054965640|https://openalex.org/A5056946591|https://openalex.org/A5057804888|https://openalex.org/A5067329269|https://openalex.org/A5071057753|https://openalex.org/A5071631262|https://openalex.org/A5072553737|https://openalex.org/A5079838820|https://openalex.org/A5088865192|https://openalex.org/A5090687473|https://openalex.org/A5093395798|https://openalex.org/A5101774382|https://openalex.org/A5108827729|https://openalex.org/A5115011066,Arvind Subramaniam|Charity I Oyedeji|Corey Vessels|Elliott Vichinsky|Gillian Rush|Janet L. Huebner|John J. Strouse|Layla N Van Doren|María Camila Vélez Peláez|María Velez|Marsha Treadwell|Miriam C. Morey|Neha Bhasin|Reena Ravi|Richard A. Faldowski|Robert Hagar|Stephanie L Padrick|Ugochi O. Ogu|Virginia B. Kraus
https://openalex.org/A5000005965,K. Kim,University of Alabama at Birmingham,Challenges and Opportunities in Translational Research|Chimeric Antigen Receptor T Cell Therapy|Clinical and Pathological Aspects of Urachal Carcinoma|Engineering Bacteria for Cancer Treatment|Expanding Access to Radiotherapy Globally|Gene Therapy Techniques and Applications|Gynecologic Oncology|Human Papillomavirus and Cervical Cancer Epidemiology|Implementation of Evidence-Based Practice in Healthcare,https://openalex.org/A5009816072|https://openalex.org/A5010910235|https://openalex.org/A5013618902|https://openalex.org/A5017208495|https://openalex.org/A5018891733|https://openalex.org/A5022987623|https://openalex.org/A5034799601|https://openalex.org/A5040167645|https://openalex.org/A5042825276|https://openalex.org/A5044981711|https://openalex.org/A5044981934|https://openalex.org/A5057676615|https://openalex.org/A5066510200|https://openalex.org/A5070929898|https://openalex.org/A5076400654|https://openalex.org/A5078789956|https://openalex.org/A5084278742|https://openalex.org/A5086366622|https://openalex.org/A5088162246|https://openalex.org/A5102722818|https://openalex.org/A5109236809|https://openalex.org/A5113919634,Akila Subramaniam|Angela Ziebarth|Charles N. Landen|David T. Curiel|Deidre Gunn|E. Killian|Gene P. Siegal|Gretchen N. Zsebik|Haller J. Smith|Janis P. O’Malley|J Durst|J. Michael Straughn|Julie Walsh-Covarrubias|Kerri S. Bevis|Kurt R. Zinn|Mack N. Barnes|Meredith A. Preuss|M. Wang|Nguyet A. Nguyen|Ronald D. Alvarez|Warner K. Huh|Z. You
https://openalex.org/A5000005986,Jocelyn D. Johnsrude,"University of California, Davis|University of Florida",Blood Rheology and Coagulation Mechanisms|Diseases Related to Blood Group Variants|Glycosylation in Health and Disease|Lysosomal Storage Disorders in Human Health and Disease|Platelet Disorders and Thrombosis Mechanisms|Role of Galectins in Immunity and Disease,https://openalex.org/A5034616232|https://openalex.org/A5049649797|https://openalex.org/A5050968790|https://openalex.org/A5065079784|https://openalex.org/A5065245317|https://openalex.org/A5074869230|https://openalex.org/A5076759117|https://openalex.org/A5109214305|https://openalex.org/A5109328070|https://openalex.org/A5110073706|https://openalex.org/A5110086319,Andrew L. Hopkins|A. Rick Alleman|B. L. Homer|Bruce L. Homer|Fern Tablin|Glyn Dawson|John W. Harvey|Jonathan H. Fox|Juergen Schumacher|Naomi J. Walker|Y.-T. Li
https://openalex.org/A5000005996,Kimberly V. Pegram,Arizona State University,Animal Nutrition and Gut Health|DNA Barcoding for Lepidoptera Taxonomy and Evolution|Evolutionary Ecology of Animal Behavior and Traits|Genomic Insights into Social Insects and Symbiosis|Global Amphibian Declines and Extinctions|Human Attitudes and Interactions with Animals and Plants|Impact of Pesticides on Honey Bee Health|Impact of Pollinator Decline on Ecosystems and Agriculture|Neuroscience and Genetics of Drosophila Melanogaster|Spatial Data Mining and Cloud Model Applications,https://openalex.org/A5000153578|https://openalex.org/A5000912660|https://openalex.org/A5001452583|https://openalex.org/A5002896601|https://openalex.org/A5005994696|https://openalex.org/A5043472761|https://openalex.org/A5055342111|https://openalex.org/A5077511086|https://openalex.org/A5083637339|https://openalex.org/A5089212145,Alexandra C. Nahm|Alexandra C. N. Kingston|Andrew Raymundo|Brett Seymoure|Hanh A. Han|Kaci Fankhauser|Melissa J. Lillo|Nicolas Lessios|Parth K. Rajyaguru|Ronald L. Rutowski
https://openalex.org/A5000006006,Matthew Lahman,The Ohio State University,Diagnosis and Treatment of Heart Failure|Management of Primary Aldosteronism|Sleep and Insomnia|Sleep-Disordered Breathing and Health Outcomes,https://openalex.org/A5018872404|https://openalex.org/A5031191572|https://openalex.org/A5037323732|https://openalex.org/A5058697141|https://openalex.org/A5066384461,Angela Sow|Brittany Mantia|Rami Khayat|Robert Dohar|William T. Abraham
https://openalex.org/A5000006024,Arturo Mota-Raigoza,San Diego State University,Atmospheric Aerosols and their Impacts|Estimating Vehicle Fuel Consumption and Emissions|Health Effects of Air Pollution,https://openalex.org/A5001873550|https://openalex.org/A5013217616|https://openalex.org/A5017944137|https://openalex.org/A5025636001|https://openalex.org/A5026313650|https://openalex.org/A5043033343|https://openalex.org/A5053620963|https://openalex.org/A5055840423|https://openalex.org/A5063372595|https://openalex.org/A5079716586|https://openalex.org/A5089243493|https://openalex.org/A5109202882|https://openalex.org/A5112179809,Cuong Dinh Tran|Edgar Rodríguez|Jamison G. Gamble|Jill J. Dumbauld|John P. Elder|José Velascosoltero|L. T. Molina|Lynelle Garnica|Mallika Chowdhury|Nicolas Panagon|Penelope J.E. Quintana|Travis Irby|Vanessa E. Galaviz
https://openalex.org/A5000006034,M. J. Prucha,University of Illinois Urbana-Champaign|Urbana University,Applications of Electroporation in Biotechnology and Food Processing|Bovine Mastitis and Milk Quality|Compositional and Nutritional Aspects of Camel Milk|Composition and Health Effects of Human Milk|Effects of Heat Stress on Livestock Production|Factors Affecting Meat Quality and Preservation|Food Security and Nutrition Research|Formation and Application of Food Nanoemulsions|Genetic Adaptation of Lactase Persistence in Humans|Hydrocolloids in Food and Biomedical Applications|Outbreak of Cronobacter sakazakii Infections|Probiotics and Prebiotics|Science of Cocoa and Chocolate Production|Transgenic Animal Research,https://openalex.org/A5005332827|https://openalex.org/A5006819011|https://openalex.org/A5016580877|https://openalex.org/A5049286354|https://openalex.org/A5061073330|https://openalex.org/A5070411598|https://openalex.org/A5110322665|https://openalex.org/A5110479488,E. F. Kohman|H. A. Harding|Harrison August Ruehe|H.M. Weeter|J. M. Brannon|P.H. Tracy|William H. Chambers|W. J. Corbett
https://openalex.org/A5000006037,Yenny Dominguez,North Carolina Agricultural and Technical State University,Biomedical Ontologies and Text Mining|Cybernetics and Information Theory|Semantic Web and Ontology Development,https://openalex.org/A5033817976|https://openalex.org/A5078463755,Albert Esterline|William Nick
https://openalex.org/A5000006086,Mohammad Mahdi Jahani Yekta,Stanford University,Advances in Transfer Learning and Domain Adaptation|CMOS Image Sensor Technology|Deep Learning in Computer Vision and Image Recognition|Development and Disorders of Fetal Brain|Impact of Big Data Analytics on Business Performance|Memristive Devices for Neuromorphic Computing|Neuronal Oscillations in Cortical Networks,"",""
https://openalex.org/A5000006121,C. Olson,Drexel University|Purdue University West Lafayette|University of Alabama|University of Nebraska–Lincoln|University of Wisconsin–Madison|West Virginia University,Bacterial Pathogenesis in Animal and Human Health|Bluetongue Virus and Culicoides-Borne Diseases in Europe|Classification and Treatment of Cutaneous Lymphomas|Clinical and Pathological Aspects of Urachal Carcinoma|Cutaneous Adnexal Neoplasms and Related Syndromes|Diagnosis and Treatment of Bladder Cancer|Dynamics of Livestock Disease Transmission and Control|Ecology and Evolution of Viruses in Ecosystems|Emerging Animal Pathogens and Diseases|Epidemiology and Management of Cytomegalovirus Infection|Epidemiology and Pathobiology of Monkeypox Virus Infection|Gastrointestinal Viral Infections and Vaccines Development|Gene Therapy Techniques and Applications|Genomic Insights into Social Insects and Symbiosis|Glycosylation in Health and Disease|Granular Cell Tumor: Clinical and Pathological Characteristics|Human T-cell Leukemia Virus Type 1 Infection|Idiopathic Pulmonary Fibrosis: Diagnosis and Management|Impact of Pollinator Decline on Ecosystems and Agriculture|Insect Symbiosis and Microbial Interactions|Listeria Monocytogenes Pathogenesis and Food Safety|Malignant Pleural Mesothelioma Research|Molecular Mechanisms of Kidney Development and Disease|Role of Galectins in Immunity and Disease|Sarcoma Research and Treatment|Transgenic Animal Research|Translation of Canine Cancer Research to Humans|Ubiquitin-Proteasome Proteolytic Pathway|Urotrauma and Genitourinary Development|Viral Diseases in Livestock and Poultry|Xenotransplantation Research and Applications,https://openalex.org/A5002760699|https://openalex.org/A5003292124|https://openalex.org/A5005040841|https://openalex.org/A5008160368|https://openalex.org/A5008694489|https://openalex.org/A5008795594|https://openalex.org/A5010367970|https://openalex.org/A5023224900|https://openalex.org/A5024236734|https://openalex.org/A5024804871|https://openalex.org/A5027313110|https://openalex.org/A5029015062|https://openalex.org/A5030401347|https://openalex.org/A5033316037|https://openalex.org/A5035957921|https://openalex.org/A5042443419|https://openalex.org/A5043439049|https://openalex.org/A5048182745|https://openalex.org/A5048261133|https://openalex.org/A5053633394|https://openalex.org/A5055888953|https://openalex.org/A5059290369|https://openalex.org/A5064992521|https://openalex.org/A5065904678|https://openalex.org/A5066530919|https://openalex.org/A5068946213|https://openalex.org/A5070954825|https://openalex.org/A5071525690|https://openalex.org/A5074670714|https://openalex.org/A5075954519|https://openalex.org/A5076267385|https://openalex.org/A5077898604|https://openalex.org/A5078486378|https://openalex.org/A5081363299|https://openalex.org/A5082902926|https://openalex.org/A5082950184|https://openalex.org/A5086810910|https://openalex.org/A5091472968|https://openalex.org/A5101232494|https://openalex.org/A5103058894|https://openalex.org/A5103677443|https://openalex.org/A5108495553|https://openalex.org/A5109803863|https://openalex.org/A5109897773|https://openalex.org/A5110180220|https://openalex.org/A5111739340|https://openalex.org/A5111882724|https://openalex.org/A5111921540|https://openalex.org/A5111956161|https://openalex.org/A5112072717|https://openalex.org/A5113811374,Bahareh Hassanpour|Benoît Béchade|Caroll M. Mendonca|Christian Cabuslay|Christophe Duplais|C. L. Rollins|Corrie S. Moreau|Daniel Segrè|Dharman Anandarajan|D. M. Driscoll|Erby J. Satter|Gail Rosen|G. Hugoson|G. J. Schamber|H.-J. Hansen|I. C. Blore|Ikuo Takashima|Jacob A. Russell|James W. Crowley|Janice M. Miller|Jay C. Brown|J. M. Price|John B. Wear|John T. Wertz|Jonathan Y. Lin|L. D. Miller|L. E. Baumgartener|L. E. Witt|Lex M. Cowsert|Lindsey Larson|Ludmilla Aristilde|Misao Onuma|Norman F. Cheville|Norman H. Olson|Peter C. Raich|R. H. Cook|Richard Lu|R. Kaja|Robert O. Olson|R. R. Brown|S. Hubbard-Van Stelle|Stephen W. Barthold|Steven M. Entine|Timothy S. Baker|Valerie J Fiers|Vytenis Bagdonas|W.H. Dreher|William W. Newcomb|Yangzhou Su|Y. Fujimoto|Yi Hu
https://openalex.org/A5000006145,Bertrand Lee,"University of California, Berkeley",Regulation of RNA Processing and Function|RNA Methylation and Modification in Gene Expression|Structure and Function of the Nuclear Pore Complex,https://openalex.org/A5006129565|https://openalex.org/A5025210984|https://openalex.org/A5062246663,Mohaddeseh Peyro|Mohammad R. K. Mofrad|Mohammad Soheilypour
https://openalex.org/A5000006153,Elysia Roche,"University of California, San Francisco",Animal Research Studies|Anthelmintic Resistance in Veterinary Parasites|Genetic Research on BRCA Mutations and Cancer Risk|Mechanisms of Estrogen Receptor Signaling|Molecular Mechanisms of DNA Damage Response|Molecular Research on Breast Cancer|Poly(ADP-ribose) Polymerase Inhibition in Cancer Therapy|Transgenic Animal Research,https://openalex.org/A5019054097|https://openalex.org/A5026896515|https://openalex.org/A5034011414|https://openalex.org/A5037736808|https://openalex.org/A5039295757|https://openalex.org/A5053838376|https://openalex.org/A5055193806|https://openalex.org/A5062832419|https://openalex.org/A5064707718|https://openalex.org/A5067497414|https://openalex.org/A5076855868|https://openalex.org/A5079184666|https://openalex.org/A5083373965|https://openalex.org/A5108647712|https://openalex.org/A5111877495|https://openalex.org/A5112058883|https://openalex.org/A5113933559,Amelia N. Deitchman|David A. Gingrich|Diana Bauer|Emily Hsu|Fran Aweeka|James D Wilkerson|José M. Garcia|Krista E Lindstrom|Kristina L Hicks|Mallika Dhawan|Maxim A Daud|Nela Pawłowska|Pamela N. Münster|Pujan Desai|Pujan K Desai|Romain Pacaud|Scott Thomas
https://openalex.org/A5000006162,James Martell de la Torre,University of Kansas,"Post-Communist Europe: Transition, Identity, and Dissent","",""
https://openalex.org/A5000006165,HongChao Zhang,Louisiana State University,Matrix Algorithms and Iterative Methods|Numerical Optimization Techniques|Theory and Applications of Compressed Sensing,"",""
https://openalex.org/A5000006171,Savannah N. Frazier,University of Rhode Island,Borderline Personality Disorder: Psychopathology and Treatment|Obsessive-Compulsive Disorder and Related Conditions|Therapeutic Alliance in Psychotherapy,https://openalex.org/A5091030121,Jamie Vela
https://openalex.org/A5000006175,A. Saberian,The University of Texas at Austin,Advanced Techniques in Reservoir Management|Characterization of Shale Gas Pore Structure|Groundwater Flow and Transport Modeling,https://openalex.org/A5025201114|https://openalex.org/A5101900474,Che-Wei Chang|G. C. Vliet
https://openalex.org/A5000006181,Shannon Vaninetti,University of Utah,Acute Myeloid Leukemia|Efficacy and Resistance in CML Treatment|Epidemiology and Treatment of Childhood Leukemia,https://openalex.org/A5071430087|https://openalex.org/A5107824929|https://openalex.org/A5112417406|https://openalex.org/A5112713324,Carl R. Kjeldsberg|James P. Kushner|Robert M. Fineman|Sharon M. Ondreyco
https://openalex.org/A5000006194,Tammy M. Hawley,Duke University,Molecular Mechanisms of Retinal Degeneration and Regeneration|Molecular Mechanisms of Synaptic Plasticity and Neurological Disorders|Neural Interface Technology|Optogenetics in Neuroscience and Biophysics Research,https://openalex.org/A5004591768|https://openalex.org/A5014098679|https://openalex.org/A5025366779|https://openalex.org/A5025696279|https://openalex.org/A5034909699|https://openalex.org/A5036850510|https://openalex.org/A5039365254|https://openalex.org/A5053510153|https://openalex.org/A5056172993|https://openalex.org/A5060965341|https://openalex.org/A5065449163|https://openalex.org/A5066705025|https://openalex.org/A5069310633|https://openalex.org/A5072138284|https://openalex.org/A5078373067|https://openalex.org/A5079762031|https://openalex.org/A5100551807|https://openalex.org/A5101416071|https://openalex.org/A5111202319,Brenda C. Shields|Celine Cammarata|Court Hull|Elizabeth Fleming|Elizabeth Kahuno|Gary E. Schiltz|Greg D. Field|Hai Yan|Lei Zhi-Quan|Lindsey L. Glickfeld|Michael R. Tadross|Miranda L. Scalabrino|Mishek Thapa|Purav P. Vagadia|S. Aryana Yousefzadeh|Sasha Burwell|Sasha C. Burwell|Shaun S.X. Lim|Victoria Z. Goldenshtein
https://openalex.org/A5000006200,David Kalkstein,University of Pennsylvania,Nanomaterials and Nanotechnology Research|Quantum Dot Devices and Semiconductors|Quantum Size Effects in Metallic Nanostructures,https://openalex.org/A5075832145,Paul Soven
